year;month;day;dep_time;sched_dep_time;dep_delay;arr_time;sched_arr_time;arr_delay;carrier;flight;tailnum;origin;dest;air_time;distance;hour;minute;time_hour
2013;11;29;1800;1630; 90;2041;1940; 61;WN;3032;N470WN;EWR;HOU;201;1411;16;30;2013-11-29T21:00:00Z
2013; 9; 2;1904;1430;274;2210;1734;276;UA;1493;N76523;EWR;LAX;310;2454;14;30;2013-09-02T18:00:00Z
2013; 9;20;1811;1530;161;2203;1845;198;AA;  85;N373AA;JFK;SFO;356;2586;15;30;2013-09-20T19:00:00Z
2013; 1; 3;1024;1030; -6;1210;1215; -5;MQ;4471;N730MQ;LGA;RDU; 82; 431;10;30;2013-01-03T15:00:00Z
2013; 6;18;NA;1625;NA;NA;1815;NA;MQ;3411;N805MQ;LGA;RDU;NA; 431;16;25;2013-06-18T20:00:00Z
2013;11;27;1002;1005; -3;1214;1212;  2;US;1711;N724UW;LGA;CLT;113; 544;10; 5;2013-11-27T15:00:00Z
2013; 8;30;1558;1559; -1;1843;1914;-31;DL;1394;N3748Y;JFK;PDX;318;2454;15;59;2013-08-30T19:00:00Z
2013; 6;22; 552; 600; -8; 852; 851;  1;B6; 371;N579JB;LGA;FLL;155;1076; 6; 0;2013-06-22T10:00:00Z
2013; 8;11;1655;1700; -5;1852;1825; 27;US;2189;N951UW;LGA;DCA; 46; 214;17; 0;2013-08-11T21:00:00Z
2013;10;28;1629;1635; -6;1749;1756; -7;YV;3771;N510MJ;LGA;IAD; 49; 229;16;35;2013-10-28T20:00:00Z
2013; 5;13;2023;2030; -7;2210;2201;  9;FL; 354;N988AT;LGA;CAK; 61; 397;20;30;2013-05-14T00:00:00Z
2013; 7;22; 608; 602;  6; 719; 728; -9;UA;1492;N23707;EWR;ORD;110; 719; 6; 2;2013-07-22T10:00:00Z
2013; 2;22;2017;2020; -3;2142;2159;-17;UA;1028;N35407;EWR;CLE; 70; 404;20;20;2013-02-23T01:00:00Z
2013; 7;24;1135;1139; -4;1249;1254; -5;B6;1307;N192JB;JFK;IAD; 53; 228;11;39;2013-07-24T15:00:00Z
2013; 7;26; 823; 632;111;1025; 841;104;EV;4122;N12563;EWR;SDF; 94; 642; 6;32;2013-07-26T10:00:00Z
2013; 5;22;2023;1905; 78;2355;2209;106;B6;  75;N505JB;JFK;TPA;134;1005;19; 5;2013-05-22T23:00:00Z
2013; 5; 3; 555; 600; -5; 712; 720; -8;MQ;3768;N513MQ;EWR;ORD;113; 719; 6; 0;2013-05-03T10:00:00Z
2013; 1; 6;1904;1910; -6;2111;2118; -7;EV;4543;N12142;EWR;DSM;152;1017;19;10;2013-01-07T00:00:00Z
2013; 1; 4;1118;1130;-12;1350;1445;-55;UA; 703;N512UA;JFK;LAX;309;2475;11;30;2013-01-04T16:00:00Z
2013;10; 4; 804; 800;  4;1023;1013; 10;9E;3538;N908XJ;JFK;MSP;161;1029; 8; 0;2013-10-04T12:00:00Z
2013;12;17;NA;1240;NA;NA;1513;NA;EV;4141;N14904;EWR;ATL;NA; 746;12;40;2013-12-17T17:00:00Z
2013; 1; 2;1849;1724; 85;2235;1938;NA;EV;4321;N14998;EWR;MCI;NA;1092;17;24;2013-01-02T22:00:00Z
2013; 6; 4;1425;1130;175;1736;1428;188;B6;  61;N806JB;JFK;FLL;150;1069;11;30;2013-06-04T15:00:00Z
2013; 6; 1; 758; 755;  3; 944; 950; -6;US;1231;N171US;LGA;CLT; 76; 544; 7;55;2013-06-01T11:00:00Z
2013; 4;15; 941; 945; -4;1114;1120; -6;WN;1720;N249WN;LGA;MKE;118; 738; 9;45;2013-04-15T13:00:00Z
2013;11;19;1458;1505; -7;1705;1655; 10;MQ;3391;N857MQ;LGA;CMH; 79; 479;15; 5;2013-11-19T20:00:00Z
2013;12;23; 854; 900; -6;1228;1206; 22;DL;1885;N915DL;LGA;MCO;148; 950; 9; 0;2013-12-23T14:00:00Z
2013; 5;12; 901; 900;  1;1139;1220;-41;UA;1735;N26226;EWR;LAX;308;2454; 9; 0;2013-05-12T13:00:00Z
2013; 6; 8;1002;1005; -3;1126;1135; -9;WN;1028;N795SW;LGA;BNA;116; 764;10; 5;2013-06-08T14:00:00Z
2013; 9;13;1827;1830; -3;2038;2112;-34;B6; 711;N705JB;JFK;LAS;293;2248;18;30;2013-09-13T22:00:00Z
2013; 4;28;1729;1730; -1;2016;2049;-33;B6; 359;N618JB;JFK;BUR;319;2465;17;30;2013-04-28T21:00:00Z
2013; 9;19;1429;1425;  4;1647;1701;-14;UA; 833;N438UA;EWR;LAS;295;2227;14;25;2013-09-19T18:00:00Z
2013; 6;11;1049;1059;-10;1345;1413;-28;B6;1471;N658JB;LGA;FLL;161;1076;10;59;2013-06-11T14:00:00Z
2013; 7; 2;NA;1503;NA;NA;1659;NA;EV;4326;N14960;EWR;CLT;NA; 529;15; 3;2013-07-02T19:00:00Z
2013; 9;20;1207;1205;  2;1415;1410;  5;WN;1787;N763SW;EWR;DEN;226;1605;12; 5;2013-09-20T16:00:00Z
2013; 4;14;1318;1320; -2;1722;1711; 11;DL; 315;N6711M;JFK;SJU;223;1598;13;20;2013-04-14T17:00:00Z
2013; 1;21; 608; 610; -2; 732; 735; -3;WN;3839;N490WN;EWR;MDW;123; 711; 6;10;2013-01-21T11:00:00Z
2013; 4; 6;1455;1500; -5;1733;1758;-25;DL;2181;N642DL;LGA;MCO;128; 950;15; 0;2013-04-06T19:00:00Z
2013; 1;29; 741; 729; 12; 843; 850; -7;B6;1305;N249JB;JFK;IAD; 45; 228; 7;29;2013-01-29T12:00:00Z
2013; 5;21;2008;1940; 28;2253;2243; 10;DL;1435;N920DL;LGA;TPA;140;1010;19;40;2013-05-21T23:00:00Z
2013; 7; 9;1102;1055;  7;1346;1358;-12;B6; 971;N746JB;LGA;FLL;139;1076;10;55;2013-07-09T14:00:00Z
2013; 1;10;1925;1930; -5;2133;2151;-18;9E;3798;N8797A;JFK;CLT; 81; 541;19;30;2013-01-11T00:00:00Z
2013; 5;23;2102;1829;153;  11;2039;212;DL;2019;N361NW;LGA;MSP;141;1020;18;29;2013-05-23T22:00:00Z
2013; 7; 7; 748; 755; -7; 933; 955;-22;MQ;3478;N723MQ;LGA;DTW; 88; 502; 7;55;2013-07-07T11:00:00Z
2013; 9;23; 813; 815; -2;1032;1105;-33;B6; 183;N566JB;JFK;MCO;123; 944; 8;15;2013-09-23T12:00:00Z
2013; 4;11;1558;1403;115;1744;1547;117;EV;4100;N16919;EWR;MEM;150; 946;14; 3;2013-04-11T18:00:00Z
2013;12;19; 827; 830; -3; 938; 950;-12;9E;2901;N930XJ;JFK;BOS; 38; 187; 8;30;2013-12-19T13:00:00Z
2013; 2; 5; 648; 655; -7; 933; 926;  7;B6; 117;N809JB;JFK;MSY;186;1182; 6;55;2013-02-05T11:00:00Z
2013; 4;26;2145;1739;246;  18;2030;228;B6; 391;N640JB;LGA;MCO;130; 950;17;39;2013-04-26T21:00:00Z
2013;10;17; 701; 704; -3;1021;1025; -4;DL;1415;N703TW;JFK;SLC;274;1990; 7; 4;2013-10-17T11:00:00Z
2013; 9;21;1858;1859; -1;2125;2149;-24;UA; 498;N847UA;EWR;IAH;189;1400;18;59;2013-09-21T22:00:00Z
2013; 9;13;1439;1445; -6;1806;1750; 16;B6;1171;N659JB;LGA;FLL;149;1076;14;45;2013-09-13T18:00:00Z
2013; 6;24; 905; 905;  0;1214;1225;-11;DL;1057;N319NB;LGA;MIA;154;1096; 9; 5;2013-06-24T13:00:00Z
2013; 8; 8;2056;1641;255;2354;1913;281;EV;3854;N21537;EWR;ATL;107; 746;16;41;2013-08-08T20:00:00Z
2013; 3; 7;2226;1755;271;  56;2048;248;B6; 547;N584JB;EWR;PBI;133;1023;17;55;2013-03-07T22:00:00Z
2013; 2;26; 127;2245;162; 229;2356;153;B6; 128;N296JB;JFK;BTV; 44; 266;22;45;2013-02-27T03:00:00Z
2013; 4;30;1323;1221; 62;1549;1449; 60;EV;4162;N12163;EWR;JAX;110; 820;12;21;2013-04-30T16:00:00Z
2013;12;21; 650; 650;  0; 747; 759;-12;B6; 318;N627JB;JFK;BOS; 36; 187; 6;50;2013-12-21T11:00:00Z
2013;12;20; 610; 615; -5; 909; 850; 19;DL; 479;N339NW;JFK;ATL;125; 760; 6;15;2013-12-20T11:00:00Z
2013; 3;27;1425;1429; -4;1636;1654;-18;FL; 357;N925AT;LGA;ATL;111; 762;14;29;2013-03-27T18:00:00Z
2013; 7;22; 859; 901; -2;1201;1158;  3;UA;1626;N13750;EWR;SAN;329;2425; 9; 1;2013-07-22T13:00:00Z
2013; 1;25; 624; 630; -6; 850; 830; 20;MQ;4599;N535MQ;LGA;MSP;156;1020; 6;30;2013-01-25T11:00:00Z
2013; 3; 6; 744; 745; -1;1023;1039;-16;UA;1592;N16217;EWR;MCO;138; 937; 7;45;2013-03-06T12:00:00Z
2013; 2;20;1604;1610; -6;1800;1756;  4;EV;5486;N741EV;LGA;PIT; 63; 335;16;10;2013-02-20T21:00:00Z
2013; 3;23; 924; 900; 24;1136;1116; 20;EV;4686;N12136;EWR;MCI;174;1092; 9; 0;2013-03-23T13:00:00Z
2013; 5;21;1225;1212; 13;1431;1439; -8;UA;1024;N73283;EWR;PHX;283;2133;12;12;2013-05-21T16:00:00Z
2013;11;16;1405;1415;-10;1606;1605;  1;MQ;3588;N519MQ;LGA;MSP;153;1020;14;15;2013-11-16T19:00:00Z
2013;10;17; 700; 710;-10; 908; 911; -3;EV;4155;N14179;EWR;GRR;106; 605; 7;10;2013-10-17T11:00:00Z
2013; 1;10;1342;1345; -3;1617;1647;-30;UA; 385;N444UA;EWR;IAH;196;1400;13;45;2013-01-10T18:00:00Z
2013; 2;16; 913; 920; -7;1044;1042;  2;B6; 108;N334JB;JFK;BUF; 60; 301; 9;20;2013-02-16T14:00:00Z
2013; 1;27; 911; 905;  6;1010;1023;-13;B6;  56;N334JB;JFK;BTV; 48; 266; 9; 5;2013-01-27T14:00:00Z
2013; 6;26;1538;1545; -7;1812;1814; -2;DL;1705;N325NB;LGA;MSY;156;1183;15;45;2013-06-26T19:00:00Z
2013; 5;18;1320;1330;-10;1604;1622;-18;B6; 431;N618JB;LGA;SRQ;139;1047;13;30;2013-05-18T17:00:00Z
2013; 8;19; 632; 600; 32; 736; 720; 16;UA;1686;N54241;EWR;BOS; 40; 200; 6; 0;2013-08-19T10:00:00Z
2013; 1;16;1918;1900; 18;2012;2012;  0;US;2140;N951UW;LGA;BOS; 32; 184;19; 0;2013-01-17T00:00:00Z
2013;11;23;2041;2039;  2;2351;2355; -4;B6;1205;N618JB;JFK;PDX;327;2454;20;39;2013-11-24T01:00:00Z
2013; 7; 8; 843; 842;  1;1132;1152;-20;UA;1581;N38451;EWR;SEA;330;2402; 8;42;2013-07-08T12:00:00Z
2013; 7; 7;1614;1605;  9;1907;1925;-18;DL;1394;N396DA;JFK;PDX;323;2454;16; 5;2013-07-07T20:00:00Z
2013; 8; 9;  15;2305; 70; 115;  13; 62;B6; 718;N193JB;JFK;BOS; 42; 187;23; 5;2013-08-10T03:00:00Z
2013; 4; 3; 621; 630; -9; 923; 943;-20;UA; 387;N530UA;EWR;LAX;346;2454; 6;30;2013-04-03T10:00:00Z
2013; 8;24;1340;1347; -7;1635;1641; -6;DL;1685;N906DE;LGA;MCO;130; 950;13;47;2013-08-24T17:00:00Z
2013; 3; 9;1535;1444; 51;1823;1739; 44;B6; 393;N537JB;LGA;MCO;126; 950;14;44;2013-03-09T19:00:00Z
2013; 5;17;1439;1445; -6;1746;1805;-19;AA;1925;N3APAA;LGA;MIA;144;1096;14;45;2013-05-17T18:00:00Z
2013; 4; 2;1959;1925; 34;2157;2124; 33;9E;3444;N922XJ;JFK;RDU; 79; 427;19;25;2013-04-02T23:00:00Z
2013;12;17;1607;1510; 57;1903;1835; 28;AA;1327;N3ATAA;LGA;PBI;157;1035;15;10;2013-12-17T20:00:00Z
2013; 5; 6;2038;2048;-10;2217;2227;-10;EV;4459;N13965;EWR;GSO; 72; 445;20;48;2013-05-07T00:00:00Z
2013; 1;14;1730;1734; -4;1835;1854;-19;B6;  74;N775JB;JFK;BTV; 43; 266;17;34;2013-01-14T22:00:00Z
2013; 6;20;1820;1830;-10;2120;2140;-20;B6; 305;N589JB;EWR;FLL;141;1065;18;30;2013-06-20T22:00:00Z
2013;10;18; 700; 659;  1; 957;1007;-10;UA;1299;N37420;EWR;RSW;159;1068; 6;59;2013-10-18T10:00:00Z
2013; 6;30; 819; 820; -1;1034;1042; -8;9E;4248;N819AY;JFK;CHS;104; 636; 8;20;2013-06-30T12:00:00Z
2013; 1;26;1749;1735; 14;1945;1922; 23;B6;1111;N239JB;JFK;RDU; 77; 427;17;35;2013-01-26T22:00:00Z
2013; 2;24;1335;1340; -5;1617;1625; -8;B6; 127;N564JB;EWR;MCO;145; 937;13;40;2013-02-24T18:00:00Z
2013; 1;12; 919; 920; -1;1239;1233;  6;UA;1594;N74856;EWR;LAX;347;2454; 9;20;2013-01-12T14:00:00Z
2013; 7;30;1606;1600;  6;1806;1815; -9;MQ;3075;N687MQ;JFK;CVG; 96; 589;16; 0;2013-07-30T20:00:00Z
2013; 2;20; 900; 905; -5;1235;1235;  0;VX; 407;N635VA;JFK;LAX;350;2475; 9; 5;2013-02-20T14:00:00Z
2013;12;28;1703;1659;  4;2005;2034;-29;B6; 167;N527JB;JFK;OAK;341;2576;16;59;2013-12-28T21:00:00Z
2013; 3;23; 619; 606; 13; 747; 757;-10;UA; 216;N479UA;EWR;CLE; 72; 404; 6; 6;2013-03-23T10:00:00Z
2013; 6; 6;1530;1530;  0;1641;1650; -9;WN; 216;N275WN;EWR;MDW;106; 711;15;30;2013-06-06T19:00:00Z
2013; 8;17;1826;1815; 11;2016;2039;-23;UA;1678;N78501;EWR;DEN;206;1605;18;15;2013-08-17T22:00:00Z
2013; 4;30;1305;1315;-10;1611;1612; -1;B6; 431;N627JB;LGA;SRQ;144;1047;13;15;2013-04-30T17:00:00Z
2013; 2;21;1412;1415; -3;1647;1638;  9;DL; 935;N369NB;EWR;ATL;116; 746;14;15;2013-02-21T19:00:00Z
2013; 8;24;1144;1149; -5;1307;1329;-22;EV;4335;N10156;EWR;CMH; 68; 463;11;49;2013-08-24T15:00:00Z
2013; 7; 7; 741; 745; -4; 925; 939;-14;B6;1273;N354JB;JFK;CHS; 86; 636; 7;45;2013-07-07T11:00:00Z
2013;10;27;1817;1740; 37;1950;1931; 19;EV;3843;N13538;EWR;CMH; 74; 463;17;40;2013-10-27T21:00:00Z
2013; 2; 7;1656;1700; -4;2022;2049;-27;DL;  31;N727TW;JFK;SFO;364;2586;17; 0;2013-02-07T22:00:00Z
2013;10; 6;1354;1359; -5;1635;1703;-28;B6; 213;N623JB;JFK;LGB;317;2465;13;59;2013-10-06T17:00:00Z
2013; 3; 7;1118;1115;  3;1419;1425; -6;AA;2099;N3EGAA;LGA;MIA;144;1096;11;15;2013-03-07T16:00:00Z
2013; 8;23; 841; 835;  6;1129;1145;-16;UA;1581;N73445;EWR;SEA;312;2402; 8;35;2013-08-23T12:00:00Z
2013; 5; 7;1446;1430; 16;1631;1640; -9;EV;4181;N17169;EWR;MCI;137;1092;14;30;2013-05-07T18:00:00Z
2013; 8;15;1156;1159; -3;1522;1510; 12;UA;1077;N78448;EWR;SFO;327;2565;11;59;2013-08-15T15:00:00Z
2013; 3;28;1505;1508; -3;1818;1819; -1;DL;1902;N902DE;LGA;PBI;147;1035;15; 8;2013-03-28T19:00:00Z
2013;10; 9;1241;1245; -4;1512;1540;-28;WN;3616;N779SW;EWR;HOU;189;1411;12;45;2013-10-09T16:00:00Z
2013;11;24;1625;1625;  0;1759;1755;  4;MQ;3748;N504MQ;EWR;ORD;122; 719;16;25;2013-11-24T21:00:00Z
2013; 8; 2;1928;1930; -2;2141;2215;-34;DL;2041;N367NW;JFK;ATL;106; 760;19;30;2013-08-02T23:00:00Z
2013; 9; 9;1102;1105; -3;1411;1420; -9;DL;2098;N363NB;LGA;MIA;140;1096;11; 5;2013-09-09T15:00:00Z
2013; 9;13; 823; 829; -6; 954;1001; -7;9E;3579;N8921B;LGA;IAD; 50; 229; 8;29;2013-09-13T12:00:00Z
2013; 9; 5;1630;1619; 11;1901;1919;-18;B6; 283;N639JB;JFK;MCO;126; 944;16;19;2013-09-05T20:00:00Z
2013; 9;11;1824;1800; 24;2233;2103; 90;B6; 263;N535JB;JFK;SEA;361;2422;18; 0;2013-09-11T22:00:00Z
2013;12; 8;1245;1247; -2;1336;1351;-15;B6;1318;N296JB;JFK;BOS; 33; 187;12;47;2013-12-08T17:00:00Z
2013; 3;10;2247;2250; -3;2355;   5;-10;B6;  30;N283JB;JFK;ROC; 51; 264;22;50;2013-03-11T02:00:00Z
2013;12;21;1534;1510; 24;1847;1845;  2;AA; 145;N5FAAA;JFK;MIA;163;1089;15;10;2013-12-21T20:00:00Z
2013; 6;13;NA;1238;NA;NA;1428;NA;EV;5796;N16954;EWR;CLT;NA; 529;12;38;2013-06-13T16:00:00Z
2013;11; 4;1322;1329; -7;1541;1529; 12;MQ;3340;N854MQ;LGA;DTW; 89; 502;13;29;2013-11-04T18:00:00Z
2013; 2;25;1541;1550; -9;1752;1826;-34;9E;3427;N914XJ;JFK;IND;107; 665;15;50;2013-02-25T20:00:00Z
2013; 8;11;1719;1705; 14;2015;2004; 11;DL; 503;N3757D;JFK;SAN;327;2446;17; 5;2013-08-11T21:00:00Z
2013; 9;18;1704;1710; -6;2003;2033;-30;B6; 167;N534JB;JFK;OAK;335;2576;17;10;2013-09-18T21:00:00Z
2013; 9;15;2022;2030; -8;2141;2155;-14;WN;1707;N946WN;LGA;MDW;111; 725;20;30;2013-09-16T00:00:00Z
2013; 3;30;1340;1350;-10;1653;1717;-24;UA; 391;N432UA;EWR;SFO;354;2565;13;50;2013-03-30T17:00:00Z
2013; 7;21;1716;1706; 10;2132;2111; 21;B6; 803;N624JB;JFK;SJU;194;1598;17; 6;2013-07-21T21:00:00Z
2013; 6; 9; 609; 615; -6; 801; 808; -7;US;1447;N741UW;JFK;CLT; 88; 541; 6;15;2013-06-09T10:00:00Z
2013; 8;17;1859;1859;  0;2054;2139;-45;DL;2454;N3751B;JFK;DEN;205;1626;18;59;2013-08-17T22:00:00Z
2013;12;15;1440;1420; 20;1607;1555; 12;EV;4171;N18556;EWR;MSN;130; 799;14;20;2013-12-15T19:00:00Z
2013; 6;10; 621; 630; -9; 752; 747;  5;B6;   2;N292JB;JFK;BUF; 55; 301; 6;30;2013-06-10T10:00:00Z
2013; 9;12;NA;1224;NA;NA;1336;NA;UA; 628;NA;EWR;BOS;NA; 200;12;24;2013-09-12T16:00:00Z
2013;11; 4; 906; 915; -9;1237;1230;  7;DL; 970;N319NB;LGA;FLL;155;1076; 9;15;2013-11-04T14:00:00Z
2013; 1;10; 739; 740; -1; 925; 927; -2;EV;4099;N22971;EWR;STL;145; 872; 7;40;2013-01-10T12:00:00Z
2013; 4; 7;1146;1145;  1;1405;1402;  3;DL; 401;N305DQ;EWR;ATL;113; 746;11;45;2013-04-07T15:00:00Z
2013; 4; 1;1914;1915; -1;2222;2216;  6;B6; 155;N657JB;JFK;MCO;143; 944;19;15;2013-04-01T23:00:00Z
2013; 3; 2;1120;1100; 20;1502;1412; 50;DL; 930;N951DL;LGA;FLL;180;1076;11; 0;2013-03-02T16:00:00Z
2013; 4;18;1854;1745; 69;2150;2050; 60;AA; 785;N3ALAA;LGA;DFW;215;1389;17;45;2013-04-18T21:00:00Z
2013; 3;18; 632; 630;  2; 906; 914; -8;UA; 216;N420UA;EWR;PHX;312;2133; 6;30;2013-03-18T10:00:00Z
2013; 7;21;2129;1905;144;2320;2108;132;9E;3525;N906XJ;JFK;ORD;118; 740;19; 5;2013-07-21T23:00:00Z
2013; 6;20;1759;1800; -1;1935;1950;-15;MQ;3526;N530MQ;LGA;CMH; 73; 479;18; 0;2013-06-20T22:00:00Z
2013; 7;14;1453;1450;  3;1655;1652;  3;US;1543;N565UW;LGA;CLT; 73; 544;14;50;2013-07-14T18:00:00Z
2013; 4; 3;1553;1555; -2;1845;1901;-16;DL;  91;N3743H;JFK;LAS;308;2248;15;55;2013-04-03T19:00:00Z
2013; 8;19;1607;1605;  2;1850;1925;-35;DL;1394;N3760C;JFK;PDX;308;2454;16; 5;2013-08-19T20:00:00Z
2013; 8; 9; 601; 600;  1; 817; 815;  2;FL; 345;N273AT;LGA;ATL;107; 762; 6; 0;2013-08-09T10:00:00Z
2013;11;27;1520;1522; -2;1821;1855;-34;UA;1205;N27421;EWR;SFO;341;2565;15;22;2013-11-27T20:00:00Z
2013; 9; 8;1434;1430;  4;1602;1604; -2;UA;1202;N24729;EWR;CLE; 70; 404;14;30;2013-09-08T18:00:00Z
2013;12; 9; 828; 829; -1;1108;1028; 40;B6; 219;N274JB;JFK;CLT;110; 541; 8;29;2013-12-09T13:00:00Z
2013; 3;14; 809; 815; -6; 942;1008;-26;9E;3521;N920XJ;JFK;ORD;117; 740; 8;15;2013-03-14T12:00:00Z
2013; 9; 3;2238;2245; -7;2340;2359;-19;B6;1816;N266JB;JFK;SYR; 42; 209;22;45;2013-09-04T02:00:00Z
2013; 1; 5;1553;1545;  8;2039;2039;  0;B6; 703;N796JB;JFK;SJU;193;1598;15;45;2013-01-05T20:00:00Z
2013; 2;18; 906; 902;  4;1350;1403;-13;UA;1519;N16703;EWR;STT;202;1634; 9; 2;2013-02-18T14:00:00Z
2013; 4;10;NA;1940;NA;NA;2130;NA;MQ;3783;N512MQ;JFK;CMH;NA; 483;19;40;2013-04-10T23:00:00Z
2013; 8;28;NA;1830;NA;NA;2010;NA;MQ;3134;N514MQ;EWR;ORD;NA; 719;18;30;2013-08-28T22:00:00Z
2013; 5;15; 838; 845; -7;1027;1047;-20;US;1429;N752US;LGA;CLT; 79; 544; 8;45;2013-05-15T12:00:00Z
2013; 2; 8;1228;1205; 23;1406;1325; 41;WN; 644;N296WN;EWR;MDW;105; 711;12; 5;2013-02-08T17:00:00Z
2013; 9;17; 556; 600; -4; 655; 700; -5;US;1909;N959UW;LGA;PHL; 39;  96; 6; 0;2013-09-17T10:00:00Z
2013;11; 5;1938;1900; 38;2048;2018; 30;US;2193;N770UW;LGA;DCA; 49; 214;19; 0;2013-11-06T00:00:00Z
2013; 7;25;1053;1100; -7;1213;1210;  3;MQ;3230;N505MQ;JFK;DCA; 43; 213;11; 0;2013-07-25T15:00:00Z
2013; 9; 3;1100;1105; -5;1406;1418;-12;DL; 954;N338NB;LGA;FLL;162;1076;11; 5;2013-09-03T15:00:00Z
2013; 6;29; 813; 815; -2;1053;1057; -4;B6; 281;N184JB;JFK;HOU;200;1428; 8;15;2013-06-29T12:00:00Z
2013; 2;28;1541;1529; 12;1745;1737;  8;EV;3840;N16559;EWR;CVG; 95; 569;15;29;2013-02-28T20:00:00Z
2013;10;20;1735;1735;  0;2046;2055; -9;AA;2351;N361AA;JFK;MIA;154;1089;17;35;2013-10-20T21:00:00Z
2013; 7;15;1755;1800; -5;2057;2130;-33;B6; 415;N586JB;JFK;SFO;318;2586;18; 0;2013-07-15T22:00:00Z
2013; 6; 4;1345;1329; 16;1444;1445; -1;EV;4281;N26141;EWR;BTV; 45; 266;13;29;2013-06-04T17:00:00Z
2013; 9;24;1018;1020; -2;1256;1309;-13;B6;  53;N563JB;JFK;PBI;133;1028;10;20;2013-09-24T14:00:00Z
2013; 6;27;1427;1359; 28;1557;1556;  1;US; 688;N675AW;EWR;PHX;256;2133;13;59;2013-06-27T17:00:00Z
2013; 3; 6; 857; 900; -3;1005;1017;-12;B6;  56;N178JB;JFK;BTV; 45; 266; 9; 0;2013-03-06T14:00:00Z
2013; 1;13; 655; 659; -4; 946; 959;-13;AA;1815;N5FNAA;JFK;MCO;130; 944; 6;59;2013-01-13T11:00:00Z
2013; 1;21;1644;1645; -1;1851;1853; -2;EV;4997;N710EV;EWR;DTW; 88; 488;16;45;2013-01-21T21:00:00Z
2013;10;10;1745;1704; 41;2031;1958; 33;UA; 525;N461UA;LGA;IAH;184;1416;17; 4;2013-10-10T21:00:00Z
2013;11;11;1729;1729;  0;2058;2105; -7;VX; 193;N642VA;EWR;SFO;362;2565;17;29;2013-11-11T22:00:00Z
2013; 8;19;1743;1545;118;2031;1900; 91;AA; 133;N332AA;JFK;LAX;316;2475;15;45;2013-08-19T19:00:00Z
2013; 4;26; 816; 820; -4;1028; 940; 48;MQ;4655;N822MQ;LGA;BNA;119; 764; 8;20;2013-04-26T12:00:00Z
2013; 6;21;1753;1800; -7;2032;2102;-30;B6; 359;N658JB;JFK;BUR;317;2465;18; 0;2013-06-21T22:00:00Z
2013;11; 9;1827;1830; -3;2145;2137;  8;UA; 390;N504UA;EWR;RSW;157;1068;18;30;2013-11-09T23:00:00Z
2013; 9;30;1324;1325; -1;1530;1545;-15;F9; 507;N204FR;LGA;DEN;215;1620;13;25;2013-09-30T17:00:00Z
2013;10;16; 627; 635; -8; 824; 833; -9;EV;4535;N12201;EWR;MSP;161;1008; 6;35;2013-10-16T10:00:00Z
2013;10;24;1501;1505; -4;1753;1802; -9;DL;2181;N322NB;LGA;MCO;145; 950;15; 5;2013-10-24T19:00:00Z
2013;11;11;1617;1600; 17;1831;1826;  5;9E;2922;N920XJ;JFK;MSP;173;1029;16; 0;2013-11-11T21:00:00Z
2013;10;21; 626; 630; -4; 817; 813;  4;EV;4334;N14998;EWR;CMH; 87; 463; 6;30;2013-10-21T10:00:00Z
2013;10;23;1547;1550; -3;1829;1816; 13;9E;3488;N937XJ;LGA;MCI;161;1107;15;50;2013-10-23T19:00:00Z
2013; 2; 9;NA; 600;NA;NA; 858;NA;UA;1627;NA;EWR;PBI;NA;1023; 6; 0;2013-02-09T11:00:00Z
2013; 9;17;1035;1030;  5;1331;1331;  0;UA;1257;N73256;LGA;IAH;187;1416;10;30;2013-09-17T14:00:00Z
2013; 2; 2;1856;1859; -3;2053;2104;-11;EV;4700;N13903;EWR;CLT; 90; 529;18;59;2013-02-02T23:00:00Z
2013;10;11;1806;1740; 26;2039;2035;  4;AA;  67;N3KLAA;JFK;SAN;313;2446;17;40;2013-10-11T21:00:00Z
2013; 4;12;1834;1829;  5;2031;2032; -1;US; 297;N507AY;JFK;CLT; 86; 541;18;29;2013-04-12T22:00:00Z
2013; 2;12;1802;1808; -6;2039;2106;-27;UA;1269;N24212;EWR;PBI;142;1023;18; 8;2013-02-12T23:00:00Z
2013;12; 2; 641; 645; -4; 826; 840;-14;EV;4099;N16546;EWR;STL;134; 872; 6;45;2013-12-02T11:00:00Z
2013;11;16;1453;1459; -6;1741;1753;-12;DL;1773;N3738B;JFK;LAS;324;2248;14;59;2013-11-16T19:00:00Z
2013; 1; 3;1650;1635; 15;1924;1907; 17;EV;4705;N11184;EWR;ATL;129; 746;16;35;2013-01-03T21:00:00Z
2013; 4;23; 948; 955; -7;1155;1140; 15;AA; 319;N517AA;LGA;ORD;121; 733; 9;55;2013-04-23T13:00:00Z
2013; 5;20;1614;1430;104;1726;1555; 91;EV;5699;N830AS;LGA;IAD; 43; 229;14;30;2013-05-20T18:00:00Z
2013;10; 3;1922;1925; -3;2221;2227; -6;DL;1435;N338NB;LGA;TPA;140;1010;19;25;2013-10-03T23:00:00Z
2013;10; 6; 959; 959;  0;1214;1207;  7;US;2067;N110UW;LGA;CLT; 84; 544; 9;59;2013-10-06T13:00:00Z
2013; 5;22;2227;2120; 67; 100;2359; 61;UA;1611;N36272;EWR;IAH;185;1400;21;20;2013-05-23T01:00:00Z
2013; 9; 6; 920; 923; -3;1152;1229;-37;UA;1581;N39418;EWR;SEA;304;2402; 9;23;2013-09-06T13:00:00Z
